sample_id,dim,field_path,mask_path,readout_path,metadata_path,geometry_id,source_geometry_type,split_original,z_top,z_bottom,thickness,E_bg,E_lesion,contrast,operator_id,operator_metadata_path,array_index
isic2018_lesion_ISIC_0034579,2d,H:\My Drive\MN_simulation\Clincal_ontology\Image_export\lesions\isic2018_lesion_ISIC_0034579\interp_mean_kpa.csv,H:\My Drive\MN_simulation\Clincal_ontology\Image_export\lesions\isic2018_lesion_ISIC_0034579\interp_lesion_mask.csv,,H:\My Drive\Manuscript\Sparse reconstruction\Figure2_data_reconstruction_20260526\tables\lesion_case_inventory_metrics.csv,isic2018_lesion_ISIC_0034579,clinical_mask,,,,,73.91184997558594,143.71147621016786,1.9443631333492213,,,
isic2018_lesion_ISIC_0034538,2d,H:\My Drive\MN_simulation\Clincal_ontology\Image_export\lesions\isic2018_lesion_ISIC_0034538\interp_mean_kpa.csv,H:\My Drive\MN_simulation\Clincal_ontology\Image_export\lesions\isic2018_lesion_ISIC_0034538\interp_lesion_mask.csv,,H:\My Drive\Manuscript\Sparse reconstruction\Figure2_data_reconstruction_20260526\tables\lesion_case_inventory_metrics.csv,isic2018_lesion_ISIC_0034538,clinical_mask,,,,,72.8926010131836,183.83629980752636,2.5220159145408614,,,
ph2_lesion_IMD437,2d,H:\My Drive\MN_simulation\Clincal_ontology\Image_export\lesions\ph2_lesion_IMD437\interp_mean_kpa.csv,H:\My Drive\MN_simulation\Clincal_ontology\Image_export\lesions\ph2_lesion_IMD437\interp_lesion_mask.csv,,H:\My Drive\Manuscript\Sparse reconstruction\Figure2_data_reconstruction_20260526\tables\lesion_case_inventory_metrics.csv,ph2_lesion_IMD437,clinical_mask,,,,,72.7990951538086,180.4153726168689,2.4782639431944946,,,
ph2_lesion_IMD433,2d,H:\My Drive\MN_simulation\Clincal_ontology\Image_export\lesions\ph2_lesion_IMD433\interp_mean_kpa.csv,H:\My Drive\MN_simulation\Clincal_ontology\Image_export\lesions\ph2_lesion_IMD433\interp_lesion_mask.csv,,H:\My Drive\Manuscript\Sparse reconstruction\Figure2_data_reconstruction_20260526\tables\lesion_case_inventory_metrics.csv,ph2_lesion_IMD433,clinical_mask,,,,,70.8724594116211,185.7409973834528,2.6207782109646462,,,
ph2_lesion_IMD430,2d,H:\My Drive\MN_simulation\Clincal_ontology\Image_export\lesions\ph2_lesion_IMD430\interp_mean_kpa.csv,H:\My Drive\MN_simulation\Clincal_ontology\Image_export\lesions\ph2_lesion_IMD430\interp_lesion_mask.csv,,H:\My Drive\Manuscript\Sparse reconstruction\Figure2_data_reconstruction_20260526\tables\lesion_case_inventory_metrics.csv,ph2_lesion_IMD430,clinical_mask,,,,,72.6790542602539,185.90152919877715,2.557841885683994,,,
ph2_lesion_IMD370,2d,H:\My Drive\MN_simulation\Clincal_ontology\Image_export\lesions\ph2_lesion_IMD370\interp_mean_kpa.csv,H:\My Drive\MN_simulation\Clincal_ontology\Image_export\lesions\ph2_lesion_IMD370\interp_lesion_mask.csv,,H:\My Drive\Manuscript\Sparse reconstruction\Figure2_data_reconstruction_20260526\tables\lesion_case_inventory_metrics.csv,ph2_lesion_IMD370,clinical_mask,,,,,72.43589782714844,181.79049264676195,2.509674044222701,,,
ph2_lesion_IMD398,2d,H:\My Drive\MN_simulation\Clincal_ontology\Image_export\lesions\ph2_lesion_IMD398\interp_mean_kpa.csv,H:\My Drive\MN_simulation\Clincal_ontology\Image_export\lesions\ph2_lesion_IMD398\interp_lesion_mask.csv,,H:\My Drive\Manuscript\Sparse reconstruction\Figure2_data_reconstruction_20260526\tables\lesion_case_inventory_metrics.csv,ph2_lesion_IMD398,clinical_mask,,,,,74.25086212158203,174.40757094982058,2.348896241288579,,,
ph2_lesion_IMD278,2d,H:\My Drive\MN_simulation\Clincal_ontology\Image_export\lesions\ph2_lesion_IMD278\interp_mean_kpa.csv,H:\My Drive\MN_simulation\Clincal_ontology\Image_export\lesions\ph2_lesion_IMD278\interp_lesion_mask.csv,,H:\My Drive\Manuscript\Sparse reconstruction\Figure2_data_reconstruction_20260526\tables\lesion_case_inventory_metrics.csv,ph2_lesion_IMD278,clinical_mask,,,,,71.17301940917969,176.39672656391943,2.478421289812081,,,
ph2_lesion_IMD312,2d,H:\My Drive\MN_simulation\Clincal_ontology\Image_export\lesions\ph2_lesion_IMD312\interp_mean_kpa.csv,H:\My Drive\MN_simulation\Clincal_ontology\Image_export\lesions\ph2_lesion_IMD312\interp_lesion_mask.csv,,H:\My Drive\Manuscript\Sparse reconstruction\Figure2_data_reconstruction_20260526\tables\lesion_case_inventory_metrics.csv,ph2_lesion_IMD312,clinical_mask,,,,,72.19912719726562,182.2424779887039,2.5241645579838243,,,
ph2_lesion_IMD331,2d,H:\My Drive\MN_simulation\Clincal_ontology\Image_export\lesions\ph2_lesion_IMD331\interp_mean_kpa.csv,H:\My Drive\MN_simulation\Clincal_ontology\Image_export\lesions\ph2_lesion_IMD331\interp_lesion_mask.csv,,H:\My Drive\Manuscript\Sparse reconstruction\Figure2_data_reconstruction_20260526\tables\lesion_case_inventory_metrics.csv,ph2_lesion_IMD331,clinical_mask,,,,,72.10826873779297,179.80088935280338,2.493485039928121,,,
isic2018_lesion_ISIC_0035372,2d,H:\My Drive\MN_simulation\Clincal_ontology\Image_export\lesions\isic2018_lesion_ISIC_0035372\interp_mean_kpa.csv,H:\My Drive\MN_simulation\Clincal_ontology\Image_export\lesions\isic2018_lesion_ISIC_0035372\interp_lesion_mask.csv,,H:\My Drive\Manuscript\Sparse reconstruction\Figure2_data_reconstruction_20260526\tables\lesion_case_inventory_metrics.csv,isic2018_lesion_ISIC_0035372,clinical_mask,,,,,74.30972290039062,165.68794460444488,2.229694017652889,,,
isic2018_lesion_ISIC_0035376,2d,H:\My Drive\MN_simulation\Clincal_ontology\Image_export\lesions\isic2018_lesion_ISIC_0035376\interp_mean_kpa.csv,H:\My Drive\MN_simulation\Clincal_ontology\Image_export\lesions\isic2018_lesion_ISIC_0035376\interp_lesion_mask.csv,,H:\My Drive\Manuscript\Sparse reconstruction\Figure2_data_reconstruction_20260526\tables\lesion_case_inventory_metrics.csv,isic2018_lesion_ISIC_0035376,clinical_mask,,,,,73.36946868896484,160.7688516030324,2.19122278620525,,,
isic2018_lesion_ISIC_0035317,2d,H:\My Drive\MN_simulation\Clincal_ontology\Image_export\lesions\isic2018_lesion_ISIC_0035317\interp_mean_kpa.csv,H:\My Drive\MN_simulation\Clincal_ontology\Image_export\lesions\isic2018_lesion_ISIC_0035317\interp_lesion_mask.csv,,H:\My Drive\Manuscript\Sparse reconstruction\Figure2_data_reconstruction_20260526\tables\lesion_case_inventory_metrics.csv,isic2018_lesion_ISIC_0035317,clinical_mask,,,,,74.7756118774414,145.71401723225912,1.9486837161705488,,,
isic2018_lesion_ISIC_0035348,2d,H:\My Drive\MN_simulation\Clincal_ontology\Image_export\lesions\isic2018_lesion_ISIC_0035348\interp_mean_kpa.csv,H:\My Drive\MN_simulation\Clincal_ontology\Image_export\lesions\isic2018_lesion_ISIC_0035348\interp_lesion_mask.csv,,H:\My Drive\Manuscript\Sparse reconstruction\Figure2_data_reconstruction_20260526\tables\lesion_case_inventory_metrics.csv,isic2018_lesion_ISIC_0035348,clinical_mask,,,,,73.02633666992188,150.78816908212903,2.064846409641081,,,
isic2018_lesion_ISIC_0035330,2d,H:\My Drive\MN_simulation\Clincal_ontology\Image_export\lesions\isic2018_lesion_ISIC_0035330\interp_mean_kpa.csv,H:\My Drive\MN_simulation\Clincal_ontology\Image_export\lesions\isic2018_lesion_ISIC_0035330\interp_lesion_mask.csv,,H:\My Drive\Manuscript\Sparse reconstruction\Figure2_data_reconstruction_20260526\tables\lesion_case_inventory_metrics.csv,isic2018_lesion_ISIC_0035330,clinical_mask,,,,,74.8415298461914,160.61963650607322,2.146129786980122,,,
isic2018_lesion_ISIC_0035368,2d,H:\My Drive\MN_simulation\Clincal_ontology\Image_export\lesions\isic2018_lesion_ISIC_0035368\interp_mean_kpa.csv,H:\My Drive\MN_simulation\Clincal_ontology\Image_export\lesions\isic2018_lesion_ISIC_0035368\interp_lesion_mask.csv,,H:\My Drive\Manuscript\Sparse reconstruction\Figure2_data_reconstruction_20260526\tables\lesion_case_inventory_metrics.csv,isic2018_lesion_ISIC_0035368,clinical_mask,,,,,75.18046569824219,148.94256334526594,1.9811338219570036,,,
isic2018_lesion_ISIC_0035149,2d,H:\My Drive\MN_simulation\Clincal_ontology\Image_export\lesions\isic2018_lesion_ISIC_0035149\interp_mean_kpa.csv,H:\My Drive\MN_simulation\Clincal_ontology\Image_export\lesions\isic2018_lesion_ISIC_0035149\interp_lesion_mask.csv,,H:\My Drive\Manuscript\Sparse reconstruction\Figure2_data_reconstruction_20260526\tables\lesion_case_inventory_metrics.csv,isic2018_lesion_ISIC_0035149,clinical_mask,,,,,73.6856460571289,154.8290357170795,2.101210262810747,,,
isic2018_lesion_ISIC_0035287,2d,H:\My Drive\MN_simulation\Clincal_ontology\Image_export\lesions\isic2018_lesion_ISIC_0035287\interp_mean_kpa.csv,H:\My Drive\MN_simulation\Clincal_ontology\Image_export\lesions\isic2018_lesion_ISIC_0035287\interp_lesion_mask.csv,,H:\My Drive\Manuscript\Sparse reconstruction\Figure2_data_reconstruction_20260526\tables\lesion_case_inventory_metrics.csv,isic2018_lesion_ISIC_0035287,clinical_mask,,,,,72.93978118896484,146.42591804681825,2.007490503261493,,,
isic2018_lesion_ISIC_0035210,2d,H:\My Drive\MN_simulation\Clincal_ontology\Image_export\lesions\isic2018_lesion_ISIC_0035210\interp_mean_kpa.csv,H:\My Drive\MN_simulation\Clincal_ontology\Image_export\lesions\isic2018_lesion_ISIC_0035210\interp_lesion_mask.csv,,H:\My Drive\Manuscript\Sparse reconstruction\Figure2_data_reconstruction_20260526\tables\lesion_case_inventory_metrics.csv,isic2018_lesion_ISIC_0035210,clinical_mask,,,,,74.54051208496094,141.67151877430365,1.9005976054045228,,,
isic2018_lesion_ISIC_0035119,2d,H:\My Drive\MN_simulation\Clincal_ontology\Image_export\lesions\isic2018_lesion_ISIC_0035119\interp_mean_kpa.csv,H:\My Drive\MN_simulation\Clincal_ontology\Image_export\lesions\isic2018_lesion_ISIC_0035119\interp_lesion_mask.csv,,H:\My Drive\Manuscript\Sparse reconstruction\Figure2_data_reconstruction_20260526\tables\lesion_case_inventory_metrics.csv,isic2018_lesion_ISIC_0035119,clinical_mask,,,,,72.07254791259766,148.41253458067428,2.0592103218087154,,,
isic2018_lesion_ISIC_0035128,2d,H:\My Drive\MN_simulation\Clincal_ontology\Image_export\lesions\isic2018_lesion_ISIC_0035128\interp_mean_kpa.csv,H:\My Drive\MN_simulation\Clincal_ontology\Image_export\lesions\isic2018_lesion_ISIC_0035128\interp_lesion_mask.csv,,H:\My Drive\Manuscript\Sparse reconstruction\Figure2_data_reconstruction_20260526\tables\lesion_case_inventory_metrics.csv,isic2018_lesion_ISIC_0035128,clinical_mask,,,,,76.27649688720703,156.76241865330582,2.055186394901124,,,
isic2018_lesion_ISIC_0035117,2d,H:\My Drive\MN_simulation\Clincal_ontology\Image_export\lesions\isic2018_lesion_ISIC_0035117\interp_mean_kpa.csv,H:\My Drive\MN_simulation\Clincal_ontology\Image_export\lesions\isic2018_lesion_ISIC_0035117\interp_lesion_mask.csv,,H:\My Drive\Manuscript\Sparse reconstruction\Figure2_data_reconstruction_20260526\tables\lesion_case_inventory_metrics.csv,isic2018_lesion_ISIC_0035117,clinical_mask,,,,,75.80997467041016,155.16157944750725,2.0467172047225244,,,
isic2018_lesion_ISIC_0035078,2d,H:\My Drive\MN_simulation\Clincal_ontology\Image_export\lesions\isic2018_lesion_ISIC_0035078\interp_mean_kpa.csv,H:\My Drive\MN_simulation\Clincal_ontology\Image_export\lesions\isic2018_lesion_ISIC_0035078\interp_lesion_mask.csv,,H:\My Drive\Manuscript\Sparse reconstruction\Figure2_data_reconstruction_20260526\tables\lesion_case_inventory_metrics.csv,isic2018_lesion_ISIC_0035078,clinical_mask,,,,,75.90409851074219,155.00173716582069,2.04207335581338,,,
isic2018_lesion_ISIC_0035008,2d,H:\My Drive\MN_simulation\Clincal_ontology\Image_export\lesions\isic2018_lesion_ISIC_0035008\interp_mean_kpa.csv,H:\My Drive\MN_simulation\Clincal_ontology\Image_export\lesions\isic2018_lesion_ISIC_0035008\interp_lesion_mask.csv,,H:\My Drive\Manuscript\Sparse reconstruction\Figure2_data_reconstruction_20260526\tables\lesion_case_inventory_metrics.csv,isic2018_lesion_ISIC_0035008,clinical_mask,,,,,74.6963882446289,142.1259545121698,1.9027152162526344,,,
isic2018_lesion_ISIC_0035029,2d,H:\My Drive\MN_simulation\Clincal_ontology\Image_export\lesions\isic2018_lesion_ISIC_0035029\interp_mean_kpa.csv,H:\My Drive\MN_simulation\Clincal_ontology\Image_export\lesions\isic2018_lesion_ISIC_0035029\interp_lesion_mask.csv,,H:\My Drive\Manuscript\Sparse reconstruction\Figure2_data_reconstruction_20260526\tables\lesion_case_inventory_metrics.csv,isic2018_lesion_ISIC_0035029,clinical_mask,,,,,75.60701751708984,152.06634420941967,2.011272884491804,,,
isic2018_lesion_ISIC_0034970,2d,H:\My Drive\MN_simulation\Clincal_ontology\Image_export\lesions\isic2018_lesion_ISIC_0034970\interp_mean_kpa.csv,H:\My Drive\MN_simulation\Clincal_ontology\Image_export\lesions\isic2018_lesion_ISIC_0034970\interp_lesion_mask.csv,,H:\My Drive\Manuscript\Sparse reconstruction\Figure2_data_reconstruction_20260526\tables\lesion_case_inventory_metrics.csv,isic2018_lesion_ISIC_0034970,clinical_mask,,,,,77.1823959350586,158.93067178060844,2.059157011844164,,,
isic2018_lesion_ISIC_0035001,2d,H:\My Drive\MN_simulation\Clincal_ontology\Image_export\lesions\isic2018_lesion_ISIC_0035001\interp_mean_kpa.csv,H:\My Drive\MN_simulation\Clincal_ontology\Image_export\lesions\isic2018_lesion_ISIC_0035001\interp_lesion_mask.csv,,H:\My Drive\Manuscript\Sparse reconstruction\Figure2_data_reconstruction_20260526\tables\lesion_case_inventory_metrics.csv,isic2018_lesion_ISIC_0035001,clinical_mask,,,,,73.06426239013672,154.47249661428367,2.1142004526023466,,,
isic2018_lesion_ISIC_0034982,2d,H:\My Drive\MN_simulation\Clincal_ontology\Image_export\lesions\isic2018_lesion_ISIC_0034982\interp_mean_kpa.csv,H:\My Drive\MN_simulation\Clincal_ontology\Image_export\lesions\isic2018_lesion_ISIC_0034982\interp_lesion_mask.csv,,H:\My Drive\Manuscript\Sparse reconstruction\Figure2_data_reconstruction_20260526\tables\lesion_case_inventory_metrics.csv,isic2018_lesion_ISIC_0034982,clinical_mask,,,,,75.17057037353516,148.23150136982133,1.971935301717603,,,
isic2018_lesion_ISIC_0034961,2d,H:\My Drive\MN_simulation\Clincal_ontology\Image_export\lesions\isic2018_lesion_ISIC_0034961\interp_mean_kpa.csv,H:\My Drive\MN_simulation\Clincal_ontology\Image_export\lesions\isic2018_lesion_ISIC_0034961\interp_lesion_mask.csv,,H:\My Drive\Manuscript\Sparse reconstruction\Figure2_data_reconstruction_20260526\tables\lesion_case_inventory_metrics.csv,isic2018_lesion_ISIC_0034961,clinical_mask,,,,,73.54698944091797,147.12130507634285,2.0003715474245056,,,
isic2018_lesion_ISIC_0034906,2d,H:\My Drive\MN_simulation\Clincal_ontology\Image_export\lesions\isic2018_lesion_ISIC_0034906\interp_mean_kpa.csv,H:\My Drive\MN_simulation\Clincal_ontology\Image_export\lesions\isic2018_lesion_ISIC_0034906\interp_lesion_mask.csv,,H:\My Drive\Manuscript\Sparse reconstruction\Figure2_data_reconstruction_20260526\tables\lesion_case_inventory_metrics.csv,isic2018_lesion_ISIC_0034906,clinical_mask,,,,,75.09888458251953,142.99565487252957,1.9040982521571843,,,
isic2018_lesion_ISIC_0034898,2d,H:\My Drive\MN_simulation\Clincal_ontology\Image_export\lesions\isic2018_lesion_ISIC_0034898\interp_mean_kpa.csv,H:\My Drive\MN_simulation\Clincal_ontology\Image_export\lesions\isic2018_lesion_ISIC_0034898\interp_lesion_mask.csv,,H:\My Drive\Manuscript\Sparse reconstruction\Figure2_data_reconstruction_20260526\tables\lesion_case_inventory_metrics.csv,isic2018_lesion_ISIC_0034898,clinical_mask,,,,,72.64433288574219,148.61738310427012,2.045822119917066,,,
isic2018_lesion_ISIC_0036062,2d,H:\My Drive\MN_simulation\Clincal_ontology\Image_export\lesions\isic2018_lesion_ISIC_0036062\interp_mean_kpa.csv,H:\My Drive\MN_simulation\Clincal_ontology\Image_export\lesions\isic2018_lesion_ISIC_0036062\interp_lesion_mask.csv,,H:\My Drive\Manuscript\Sparse reconstruction\Figure2_data_reconstruction_20260526\tables\lesion_case_inventory_metrics.csv,isic2018_lesion_ISIC_0036062,clinical_mask,,,,,73.4033432006836,153.5525728072923,2.0919016234380767,,,
isic2018_lesion_ISIC_0035915,2d,H:\My Drive\MN_simulation\Clincal_ontology\Image_export\lesions\isic2018_lesion_ISIC_0035915\interp_mean_kpa.csv,H:\My Drive\MN_simulation\Clincal_ontology\Image_export\lesions\isic2018_lesion_ISIC_0035915\interp_lesion_mask.csv,,H:\My Drive\Manuscript\Sparse reconstruction\Figure2_data_reconstruction_20260526\tables\lesion_case_inventory_metrics.csv,isic2018_lesion_ISIC_0035915,clinical_mask,,,,,75.0294418334961,152.17686335245767,2.0282286477642426,,,
isic2018_lesion_ISIC_0035882,2d,H:\My Drive\MN_simulation\Clincal_ontology\Image_export\lesions\isic2018_lesion_ISIC_0035882\interp_mean_kpa.csv,H:\My Drive\MN_simulation\Clincal_ontology\Image_export\lesions\isic2018_lesion_ISIC_0035882\interp_lesion_mask.csv,,H:\My Drive\Manuscript\Sparse reconstruction\Figure2_data_reconstruction_20260526\tables\lesion_case_inventory_metrics.csv,isic2018_lesion_ISIC_0035882,clinical_mask,,,,,72.69440460205078,146.81668277119482,2.019642138551238,,,
isic2018_lesion_ISIC_0035691,2d,H:\My Drive\MN_simulation\Clincal_ontology\Image_export\lesions\isic2018_lesion_ISIC_0035691\interp_mean_kpa.csv,H:\My Drive\MN_simulation\Clincal_ontology\Image_export\lesions\isic2018_lesion_ISIC_0035691\interp_lesion_mask.csv,,H:\My Drive\Manuscript\Sparse reconstruction\Figure2_data_reconstruction_20260526\tables\lesion_case_inventory_metrics.csv,isic2018_lesion_ISIC_0035691,clinical_mask,,,,,77.07923126220703,146.71674048253732,1.903453603259721,,,
isic2018_lesion_ISIC_0035643,2d,H:\My Drive\MN_simulation\Clincal_ontology\Image_export\lesions\isic2018_lesion_ISIC_0035643\interp_mean_kpa.csv,H:\My Drive\MN_simulation\Clincal_ontology\Image_export\lesions\isic2018_lesion_ISIC_0035643\interp_lesion_mask.csv,,H:\My Drive\Manuscript\Sparse reconstruction\Figure2_data_reconstruction_20260526\tables\lesion_case_inventory_metrics.csv,isic2018_lesion_ISIC_0035643,clinical_mask,,,,,72.39832305908203,139.54340395570108,1.9274397259426024,,,
isic2018_lesion_ISIC_0035842,2d,H:\My Drive\MN_simulation\Clincal_ontology\Image_export\lesions\isic2018_lesion_ISIC_0035842\interp_mean_kpa.csv,H:\My Drive\MN_simulation\Clincal_ontology\Image_export\lesions\isic2018_lesion_ISIC_0035842\interp_lesion_mask.csv,,H:\My Drive\Manuscript\Sparse reconstruction\Figure2_data_reconstruction_20260526\tables\lesion_case_inventory_metrics.csv,isic2018_lesion_ISIC_0035842,clinical_mask,,,,,80.49542236328125,171.53937466446436,2.131045090866107,,,
isic2018_lesion_ISIC_0035642,2d,H:\My Drive\MN_simulation\Clincal_ontology\Image_export\lesions\isic2018_lesion_ISIC_0035642\interp_mean_kpa.csv,H:\My Drive\MN_simulation\Clincal_ontology\Image_export\lesions\isic2018_lesion_ISIC_0035642\interp_lesion_mask.csv,,H:\My Drive\Manuscript\Sparse reconstruction\Figure2_data_reconstruction_20260526\tables\lesion_case_inventory_metrics.csv,isic2018_lesion_ISIC_0035642,clinical_mask,,,,,76.00466918945312,145.37910874438225,1.9127654957881977,,,
isic2018_lesion_ISIC_0035630,2d,H:\My Drive\MN_simulation\Clincal_ontology\Image_export\lesions\isic2018_lesion_ISIC_0035630\interp_mean_kpa.csv,H:\My Drive\MN_simulation\Clincal_ontology\Image_export\lesions\isic2018_lesion_ISIC_0035630\interp_lesion_mask.csv,,H:\My Drive\Manuscript\Sparse reconstruction\Figure2_data_reconstruction_20260526\tables\lesion_case_inventory_metrics.csv,isic2018_lesion_ISIC_0035630,clinical_mask,,,,,72.76629638671875,152.57996057909588,2.0968493403622595,,,
isic2018_lesion_ISIC_0035608,2d,H:\My Drive\MN_simulation\Clincal_ontology\Image_export\lesions\isic2018_lesion_ISIC_0035608\interp_mean_kpa.csv,H:\My Drive\MN_simulation\Clincal_ontology\Image_export\lesions\isic2018_lesion_ISIC_0035608\interp_lesion_mask.csv,,H:\My Drive\Manuscript\Sparse reconstruction\Figure2_data_reconstruction_20260526\tables\lesion_case_inventory_metrics.csv,isic2018_lesion_ISIC_0035608,clinical_mask,,,,,74.92269134521484,139.14304127064787,1.8571548722072788,,,
isic2018_lesion_ISIC_0035626,2d,H:\My Drive\MN_simulation\Clincal_ontology\Image_export\lesions\isic2018_lesion_ISIC_0035626\interp_mean_kpa.csv,H:\My Drive\MN_simulation\Clincal_ontology\Image_export\lesions\isic2018_lesion_ISIC_0035626\interp_lesion_mask.csv,,H:\My Drive\Manuscript\Sparse reconstruction\Figure2_data_reconstruction_20260526\tables\lesion_case_inventory_metrics.csv,isic2018_lesion_ISIC_0035626,clinical_mask,,,,,73.99005889892578,154.51099647107975,2.08826697492091,,,
isic2018_lesion_ISIC_0035553,2d,H:\My Drive\MN_simulation\Clincal_ontology\Image_export\lesions\isic2018_lesion_ISIC_0035553\interp_mean_kpa.csv,H:\My Drive\MN_simulation\Clincal_ontology\Image_export\lesions\isic2018_lesion_ISIC_0035553\interp_lesion_mask.csv,,H:\My Drive\Manuscript\Sparse reconstruction\Figure2_data_reconstruction_20260526\tables\lesion_case_inventory_metrics.csv,isic2018_lesion_ISIC_0035553,clinical_mask,,,,,77.27401733398438,146.6711700202883,1.8980658063416576,,,
isic2018_lesion_ISIC_0035421,2d,H:\My Drive\MN_simulation\Clincal_ontology\Image_export\lesions\isic2018_lesion_ISIC_0035421\interp_mean_kpa.csv,H:\My Drive\MN_simulation\Clincal_ontology\Image_export\lesions\isic2018_lesion_ISIC_0035421\interp_lesion_mask.csv,,H:\My Drive\Manuscript\Sparse reconstruction\Figure2_data_reconstruction_20260526\tables\lesion_case_inventory_metrics.csv,isic2018_lesion_ISIC_0035421,clinical_mask,,,,,74.19766235351562,153.2217075338043,2.0650476399617244,,,
isic2018_lesion_ISIC_0035443,2d,H:\My Drive\MN_simulation\Clincal_ontology\Image_export\lesions\isic2018_lesion_ISIC_0035443\interp_mean_kpa.csv,H:\My Drive\MN_simulation\Clincal_ontology\Image_export\lesions\isic2018_lesion_ISIC_0035443\interp_lesion_mask.csv,,H:\My Drive\Manuscript\Sparse reconstruction\Figure2_data_reconstruction_20260526\tables\lesion_case_inventory_metrics.csv,isic2018_lesion_ISIC_0035443,clinical_mask,,,,,75.30252075195312,140.67581839154855,1.868142221359832,,,
M2c_PGF_05_E25_Z1p5_H0p75_twofoci_nearboundary_rim_soft_r3,2d,H:\My Drive\MN_simulation\outputs\method2b\targeted_comsol_prior_gate_failure_repair_20260525\lesions\M2c_PGF_05_E25_Z1p5_H0p75_twofoci_nearboundary_rim_soft_r3\interp_mean_kpa.csv,H:\My Drive\MN_simulation\outputs\method2b\targeted_comsol_prior_gate_failure_repair_20260525\lesions\M2c_PGF_05_E25_Z1p5_H0p75_twofoci_nearboundary_rim_soft_r3\interp_lesion_mask.csv,,H:\My Drive\Manuscript\Sparse reconstruction\Figure2_data_reconstruction_20260526\tables\lesion_case_inventory_metrics.csv,M2c_PGF_05_E25_Z1p5_H0p75_twofoci_nearboundary_rim_soft_r3,synthetic_simulation,,,,,3.0,24.574071813440703,8.1913572711469,,,
M2c_PGF_04_E25_Z1p5_H0p75_twofoci_center_checker_r2,2d,H:\My Drive\MN_simulation\outputs\method2b\targeted_comsol_prior_gate_failure_repair_20260525\lesions\M2c_PGF_04_E25_Z1p5_H0p75_twofoci_center_checker_r2\interp_mean_kpa.csv,H:\My Drive\MN_simulation\outputs\method2b\targeted_comsol_prior_gate_failure_repair_20260525\lesions\M2c_PGF_04_E25_Z1p5_H0p75_twofoci_center_checker_r2\interp_lesion_mask.csv,,H:\My Drive\Manuscript\Sparse reconstruction\Figure2_data_reconstruction_20260526\tables\lesion_case_inventory_metrics.csv,M2c_PGF_04_E25_Z1p5_H0p75_twofoci_center_checker_r2,synthetic_simulation,,,,,3.0,24.62824035455039,8.209413451516797,,,
M2c_PGF_03_E90_Z0p18_H1p4_twofoci_nearboundary_rim_soft_r2,2d,H:\My Drive\MN_simulation\outputs\method2b\targeted_comsol_prior_gate_failure_repair_20260525\lesions\M2c_PGF_03_E90_Z0p18_H1p4_twofoci_nearboundary_rim_soft_r2\interp_mean_kpa.csv,H:\My Drive\MN_simulation\outputs\method2b\targeted_comsol_prior_gate_failure_repair_20260525\lesions\M2c_PGF_03_E90_Z0p18_H1p4_twofoci_nearboundary_rim_soft_r2\interp_lesion_mask.csv,,H:\My Drive\Manuscript\Sparse reconstruction\Figure2_data_reconstruction_20260526\tables\lesion_case_inventory_metrics.csv,M2c_PGF_03_E90_Z0p18_H1p4_twofoci_nearboundary_rim_soft_r2,synthetic_simulation,,,,,3.0,88.41855488332365,29.47285162777455,,,
M2c_PGF_02_E35_Z1p2_H0p75_twofoci_nearboundary_rim_soft_r1,2d,H:\My Drive\MN_simulation\outputs\method2b\targeted_comsol_prior_gate_failure_repair_20260525\lesions\M2c_PGF_02_E35_Z1p2_H0p75_twofoci_nearboundary_rim_soft_r1\interp_mean_kpa.csv,H:\My Drive\MN_simulation\outputs\method2b\targeted_comsol_prior_gate_failure_repair_20260525\lesions\M2c_PGF_02_E35_Z1p2_H0p75_twofoci_nearboundary_rim_soft_r1\interp_lesion_mask.csv,,H:\My Drive\Manuscript\Sparse reconstruction\Figure2_data_reconstruction_20260526\tables\lesion_case_inventory_metrics.csv,M2c_PGF_02_E35_Z1p2_H0p75_twofoci_nearboundary_rim_soft_r1,synthetic_simulation,,,,,3.0,34.4054145755027,11.468471525167566,,,
M2c_PGF_01_E16_Z1p2_H0p75_twofoci_nearboundary_rim_soft_r1,2d,H:\My Drive\MN_simulation\outputs\method2b\targeted_comsol_prior_gate_failure_repair_20260525\lesions\M2c_PGF_01_E16_Z1p2_H0p75_twofoci_nearboundary_rim_soft_r1\interp_mean_kpa.csv,H:\My Drive\MN_simulation\outputs\method2b\targeted_comsol_prior_gate_failure_repair_20260525\lesions\M2c_PGF_01_E16_Z1p2_H0p75_twofoci_nearboundary_rim_soft_r1\interp_lesion_mask.csv,,H:\My Drive\Manuscript\Sparse reconstruction\Figure2_data_reconstruction_20260526\tables\lesion_case_inventory_metrics.csv,M2c_PGF_01_E16_Z1p2_H0p75_twofoci_nearboundary_rim_soft_r1,synthetic_simulation,,,,,3.0,15.758449671297972,5.252816557099324,,,
