condition_id,config_id,split_group_id,same_prior_group,disease,A_contrast,H,z_top,z_bottom,tumor_thickness,targeted_shape,targeted_lateral_position,targeted_heterogeneity_mode,targeted_heterogeneity_scale,ood_split_family,split_role,operator_noise_group,layer_modulus_variation_x,paired_operator_set,policy,model_training_allowed,diffusion_training_allowed
F3NCS_0135_iid_support_two_foci_zb03p3_E32p0,F3NCS_0135_iid_support_two_foci_zb03.3_E32.0,iid_support|two_foci|core_shell|nominal,iid_support|two_foci|core_shell|nominal,iid_support,31.96799,2.80997,0.44276,3.25273,2.80997,two_foci,center,core_shell,0.69572,iid_support,train,nominal,1.17503,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0136_iid_support_two_foci_zb07p9_E89p7,F3NCS_0136_iid_support_two_foci_zb07.9_E89.7,iid_support|two_foci|homogeneous|nominal,iid_support|two_foci|homogeneous|nominal,iid_support,89.70511,0.79836,7.08653,7.88489,0.79836,two_foci,center,homogeneous,0.0,iid_support,validation,nominal,1.21415,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0137_iid_support_two_foci_zb07p8_E74p7,F3NCS_0137_iid_support_two_foci_zb07.8_E74.7,iid_support|two_foci|rim_soft|nominal,iid_support|two_foci|rim_soft|nominal,iid_support,74.71466,2.85154,4.90221,7.75375,2.85154,two_foci,center,rim_soft,0.43168,iid_support,train,nominal,1.68484,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0138_iid_support_cylinder_zb03p1_E70p8,F3NCS_0138_iid_support_cylinder_zb03.1_E70.8,iid_support|cylinder|lateral_gradient|nominal,iid_support|cylinder|lateral_gradient|nominal,iid_support,70.78132,2.62739,0.44377,3.07116,2.62739,cylinder,half_pitch_x_shift,lateral_gradient,0.63398,iid_support,train,nominal,0.78306,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0139_iid_support_two_foci_zb03p2_E25p1,F3NCS_0139_iid_support_two_foci_zb03.2_E25.1,iid_support|two_foci|hotspot|nominal,iid_support|two_foci|hotspot|nominal,iid_support,25.09588,2.74228,0.42254,3.16482,2.74228,two_foci,near_boundary,hotspot,0.28978,iid_support,iid_test,nominal,1.05058,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0140_iid_support_cylinder_zb02p7_E18p3,F3NCS_0140_iid_support_cylinder_zb02.7_E18.3,iid_support|cylinder|checker|nominal,iid_support|cylinder|checker|nominal,iid_support,18.32595,2.12849,0.53571,2.6642,2.12849,cylinder,center,checker,0.53119,iid_support,train,nominal,0.9313,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0141_iid_support_cylinder_zb01p5_E37p1,F3NCS_0141_iid_support_cylinder_zb01.5_E37.1,iid_support|cylinder|hotspot|nominal,iid_support|cylinder|hotspot|nominal,iid_support,37.07172,1.14122,0.38495,1.52617,1.14122,cylinder,half_pitch_x_shift,hotspot,0.37686,iid_support,iid_test,nominal,0.98555,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0142_iid_support_two_foci_zb05p0_E19p6,F3NCS_0142_iid_support_two_foci_zb05.0_E19.6,iid_support|two_foci|checker|nominal,iid_support|two_foci|checker|nominal,iid_support,19.58004,0.54883,4.49839,5.04722,0.54883,two_foci,half_pitch_x_shift,checker,0.59263,iid_support,iid_test,nominal,0.99299,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0143_iid_support_ellipse_zb06p6_E31p6,F3NCS_0143_iid_support_ellipse_zb06.6_E31.6,iid_support|ellipse|hotspot|nominal,iid_support|ellipse|hotspot|nominal,iid_support,31.62505,1.61364,5.03166,6.6453,1.61364,ellipse,near_boundary,hotspot,0.38411,iid_support,validation,nominal,0.99848,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0144_iid_support_ellipse_zb03p5_E44p1,F3NCS_0144_iid_support_ellipse_zb03.5_E44.1,iid_support|ellipse|homogeneous|nominal,iid_support|ellipse|homogeneous|nominal,iid_support,44.09279,2.72167,0.7633,3.48496,2.72167,ellipse,near_boundary,homogeneous,0.0,iid_support,validation,nominal,0.99512,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0145_iid_support_cylinder_zb02p7_E89p6,F3NCS_0145_iid_support_cylinder_zb02.7_E89.6,iid_support|cylinder|homogeneous|nominal,iid_support|cylinder|homogeneous|nominal,iid_support,89.60624,0.61448,2.07059,2.68507,0.61448,cylinder,center,homogeneous,0.0,iid_support,train,nominal,1.02969,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0146_iid_support_two_foci_zb04p1_E20p6,F3NCS_0146_iid_support_two_foci_zb04.1_E20.6,iid_support|two_foci|rim_soft|nominal,iid_support|two_foci|rim_soft|nominal,iid_support,20.58109,1.26763,2.80177,4.0694,1.26763,two_foci,near_boundary,rim_soft,0.602,iid_support,iid_test,nominal,0.57618,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0147_iid_support_two_foci_zb02p9_E18p2,F3NCS_0147_iid_support_two_foci_zb02.9_E18.2,iid_support|two_foci|core_shell|nominal,iid_support|two_foci|core_shell|nominal,iid_support,18.17939,2.25979,0.63048,2.89027,2.25979,two_foci,near_boundary,core_shell,0.62183,iid_support,train,nominal,1.36925,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0148_iid_support_two_foci_zb02p2_E12p7,F3NCS_0148_iid_support_two_foci_zb02.2_E12.7,iid_support|two_foci|homogeneous|nominal,iid_support|two_foci|homogeneous|nominal,iid_support,12.65596,0.53241,1.67653,2.20894,0.53241,two_foci,near_boundary,homogeneous,0.0,iid_support,validation,nominal,0.67307,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0149_iid_support_cylinder_zb03p2_E32p2,F3NCS_0149_iid_support_cylinder_zb03.2_E32.2,iid_support|cylinder|homogeneous|nominal,iid_support|cylinder|homogeneous|nominal,iid_support,32.20761,0.7225,2.52108,3.24358,0.7225,cylinder,near_boundary,homogeneous,0.0,iid_support,iid_test,nominal,1.62039,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0150_iid_support_cylinder_zb06p8_E38p8,F3NCS_0150_iid_support_cylinder_zb06.8_E38.8,iid_support|cylinder|lateral_gradient|nominal,iid_support|cylinder|lateral_gradient|nominal,iid_support,38.80851,0.9371,5.86265,6.79975,0.9371,cylinder,half_pitch_x_shift,lateral_gradient,0.48669,iid_support,train,nominal,1.35082,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0151_iid_support_two_foci_zb07p5_E09p1,F3NCS_0151_iid_support_two_foci_zb07.5_E09.1,iid_support|two_foci|lateral_gradient|nominal,iid_support|two_foci|lateral_gradient|nominal,iid_support,9.05906,2.41499,5.0569,7.47189,2.41499,two_foci,half_pitch_x_shift,lateral_gradient,0.26227,iid_support,train,nominal,1.20335,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0152_iid_support_cylinder_zb05p9_E21p4,F3NCS_0152_iid_support_cylinder_zb05.9_E21.4,iid_support|cylinder|checker|nominal,iid_support|cylinder|checker|nominal,iid_support,21.35983,0.48063,5.38617,5.86681,0.48063,cylinder,half_pitch_x_shift,checker,0.54024,iid_support,train,nominal,1.08238,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0153_iid_support_cylinder_zb05p1_E10p9,F3NCS_0153_iid_support_cylinder_zb05.1_E10.9,iid_support|cylinder|homogeneous|nominal,iid_support|cylinder|homogeneous|nominal,iid_support,10.91673,1.32789,3.77809,5.10598,1.32789,cylinder,half_pitch_x_shift,homogeneous,0.0,iid_support,train,nominal,1.36911,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0154_iid_support_two_foci_zb01p7_E23p3,F3NCS_0154_iid_support_two_foci_zb01.7_E23.3,iid_support|two_foci|core_shell|nominal,iid_support|two_foci|core_shell|nominal,iid_support,23.30371,0.66323,1.03676,1.69999,0.66323,two_foci,half_pitch_x_shift,core_shell,0.30655,iid_support,validation,nominal,0.96345,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0155_iid_support_ellipse_zb06p3_E24p5,F3NCS_0155_iid_support_ellipse_zb06.3_E24.5,iid_support|ellipse|lateral_gradient|nominal,iid_support|ellipse|lateral_gradient|nominal,iid_support,24.45624,3.33752,2.93425,6.27177,3.33752,ellipse,half_pitch_x_shift,lateral_gradient,0.70802,iid_support,iid_test,nominal,1.24379,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0156_iid_support_cylinder_zb03p6_E50p4,F3NCS_0156_iid_support_cylinder_zb03.6_E50.4,iid_support|cylinder|homogeneous|nominal,iid_support|cylinder|homogeneous|nominal,iid_support,50.40695,3.34617,0.22248,3.56864,3.34617,cylinder,near_boundary,homogeneous,0.0,iid_support,train,nominal,0.91602,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0157_iid_support_cylinder_zb07p2_E07p1,F3NCS_0157_iid_support_cylinder_zb07.2_E07.1,iid_support|cylinder|lateral_gradient|nominal,iid_support|cylinder|lateral_gradient|nominal,iid_support,7.13704,2.69813,4.51176,7.2099,2.69813,cylinder,near_boundary,lateral_gradient,0.55524,iid_support,train,nominal,0.77892,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0158_iid_support_cylinder_zb05p7_E11p3,F3NCS_0158_iid_support_cylinder_zb05.7_E11.3,iid_support|cylinder|hotspot|nominal,iid_support|cylinder|hotspot|nominal,iid_support,11.29434,3.02735,2.67577,5.70313,3.02735,cylinder,center,hotspot,0.45179,iid_support,iid_test,nominal,0.72024,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0159_iid_support_two_foci_zb03p1_E84p1,F3NCS_0159_iid_support_two_foci_zb03.1_E84.1,iid_support|two_foci|core_shell|nominal,iid_support|two_foci|core_shell|nominal,iid_support,84.06052,1.98038,1.14993,3.13031,1.98038,two_foci,half_pitch_x_shift,core_shell,0.59423,iid_support,train,nominal,1.10193,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0160_iid_support_cylinder_zb07p9_E17p9,F3NCS_0160_iid_support_cylinder_zb07.9_E17.9,iid_support|cylinder|homogeneous|nominal,iid_support|cylinder|homogeneous|nominal,iid_support,17.8846,3.30686,4.60814,7.915,3.30686,cylinder,center,homogeneous,0.0,iid_support,train,nominal,1.44296,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0161_iid_support_ellipse_zb01p6_E25p7,F3NCS_0161_iid_support_ellipse_zb01.6_E25.7,iid_support|ellipse|homogeneous|nominal,iid_support|ellipse|homogeneous|nominal,iid_support,25.72584,1.11003,0.4831,1.59313,1.11003,ellipse,center,homogeneous,0.0,iid_support,iid_test,nominal,0.75589,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0162_iid_support_ellipse_zb03p2_E17p6,F3NCS_0162_iid_support_ellipse_zb03.2_E17.6,iid_support|ellipse|homogeneous|nominal,iid_support|ellipse|homogeneous|nominal,iid_support,17.5896,1.97234,1.21314,3.18549,1.97234,ellipse,half_pitch_x_shift,homogeneous,0.0,iid_support,iid_test,nominal,1.24686,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0163_iid_support_two_foci_zb06p0_E08p1,F3NCS_0163_iid_support_two_foci_zb06.0_E08.1,iid_support|two_foci|hotspot|nominal,iid_support|two_foci|hotspot|nominal,iid_support,8.12272,2.85602,3.10536,5.96138,2.85602,two_foci,near_boundary,hotspot,0.59671,iid_support,iid_test,nominal,1.19316,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0164_iid_support_ellipse_zb03p5_E06p8,F3NCS_0164_iid_support_ellipse_zb03.5_E06.8,iid_support|ellipse|checker|nominal,iid_support|ellipse|checker|nominal,iid_support,6.78174,2.71607,0.79625,3.51233,2.71607,ellipse,near_boundary,checker,0.58513,iid_support,train,nominal,0.74458,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0165_iid_support_ellipse_zb04p1_E25p8,F3NCS_0165_iid_support_ellipse_zb04.1_E25.8,iid_support|ellipse|homogeneous|nominal,iid_support|ellipse|homogeneous|nominal,iid_support,25.75164,2.56583,1.54767,4.11351,2.56583,ellipse,half_pitch_x_shift,homogeneous,0.0,iid_support,iid_test,nominal,1.24807,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0166_iid_support_cylinder_zb03p4_E30p5,F3NCS_0166_iid_support_cylinder_zb03.4_E30.5,iid_support|cylinder|checker|nominal,iid_support|cylinder|checker|nominal,iid_support,30.45439,2.93395,0.45064,3.38459,2.93395,cylinder,half_pitch_x_shift,checker,0.27107,iid_support,train,nominal,1.15346,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0167_iid_support_two_foci_zb02p3_E74p7,F3NCS_0167_iid_support_two_foci_zb02.3_E74.7,iid_support|two_foci|core_shell|nominal,iid_support|two_foci|core_shell|nominal,iid_support,74.67347,1.97723,0.33575,2.31298,1.97723,two_foci,near_boundary,core_shell,0.59316,iid_support,train,nominal,0.91195,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0168_iid_support_ellipse_zb05p4_E24p7,F3NCS_0168_iid_support_ellipse_zb05.4_E24.7,iid_support|ellipse|homogeneous|nominal,iid_support|ellipse|homogeneous|nominal,iid_support,24.66452,2.42236,2.97916,5.40152,2.42236,ellipse,half_pitch_x_shift,homogeneous,0.0,iid_support,train,nominal,0.84486,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0169_iid_support_two_foci_zb06p6_E16p7,F3NCS_0169_iid_support_two_foci_zb06.6_E16.7,iid_support|two_foci|hotspot|nominal,iid_support|two_foci|hotspot|nominal,iid_support,16.69936,2.23725,4.3547,6.59195,2.23725,two_foci,center,hotspot,0.22172,iid_support,train,nominal,1.8819,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0170_iid_support_ellipse_zb02p3_E17p6,F3NCS_0170_iid_support_ellipse_zb02.3_E17.6,iid_support|ellipse|lateral_gradient|nominal,iid_support|ellipse|lateral_gradient|nominal,iid_support,17.64796,1.34509,0.92951,2.2746,1.34509,ellipse,half_pitch_x_shift,lateral_gradient,0.68006,iid_support,train,nominal,1.02719,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0171_iid_support_cylinder_zb06p0_E53p7,F3NCS_0171_iid_support_cylinder_zb06.0_E53.7,iid_support|cylinder|homogeneous|nominal,iid_support|cylinder|homogeneous|nominal,iid_support,53.71146,2.7218,3.29864,6.02044,2.7218,cylinder,half_pitch_x_shift,homogeneous,0.0,iid_support,train,nominal,1.15436,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0172_iid_support_two_foci_zb06p7_E20p9,F3NCS_0172_iid_support_two_foci_zb06.7_E20.9,iid_support|two_foci|core_shell|nominal,iid_support|two_foci|core_shell|nominal,iid_support,20.93146,2.81509,3.89944,6.71454,2.81509,two_foci,half_pitch_x_shift,core_shell,0.54982,iid_support,train,nominal,0.67699,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0173_iid_support_ellipse_zb03p6_E40p4,F3NCS_0173_iid_support_ellipse_zb03.6_E40.4,iid_support|ellipse|homogeneous|nominal,iid_support|ellipse|homogeneous|nominal,iid_support,40.36671,0.49401,3.07651,3.57052,0.49401,ellipse,half_pitch_x_shift,homogeneous,0.0,iid_support,train,nominal,0.77499,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0174_iid_support_two_foci_zb03p6_E15p6,F3NCS_0174_iid_support_two_foci_zb03.6_E15.6,iid_support|two_foci|rim_soft|nominal,iid_support|two_foci|rim_soft|nominal,iid_support,15.58188,1.18834,2.40256,3.5909,1.18834,two_foci,half_pitch_x_shift,rim_soft,0.6692,iid_support,train,nominal,1.10927,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0175_iid_support_two_foci_zb07p6_E41p0,F3NCS_0175_iid_support_two_foci_zb07.6_E41.0,iid_support|two_foci|lateral_gradient|nominal,iid_support|two_foci|lateral_gradient|nominal,iid_support,41.02911,1.95467,5.61637,7.57104,1.95467,two_foci,center,lateral_gradient,0.65107,iid_support,train,nominal,1.1114,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0176_iid_support_two_foci_zb01p7_E12p3,F3NCS_0176_iid_support_two_foci_zb01.7_E12.3,iid_support|two_foci|core_shell|nominal,iid_support|two_foci|core_shell|nominal,iid_support,12.26886,0.70061,1.03212,1.73273,0.70061,two_foci,half_pitch_x_shift,core_shell,0.42447,iid_support,train,nominal,1.40428,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0177_iid_support_ellipse_zb05p4_E10p7,F3NCS_0177_iid_support_ellipse_zb05.4_E10.7,iid_support|ellipse|rim_soft|nominal,iid_support|ellipse|rim_soft|nominal,iid_support,10.72429,3.33787,2.04757,5.38545,3.33787,ellipse,center,rim_soft,0.22063,iid_support,train,nominal,0.84505,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0178_iid_support_two_foci_zb07p0_E22p9,F3NCS_0178_iid_support_two_foci_zb07.0_E22.9,iid_support|two_foci|core_shell|nominal,iid_support|two_foci|core_shell|nominal,iid_support,22.89896,2.29087,4.74352,7.0344,2.29087,two_foci,near_boundary,core_shell,0.54002,iid_support,train,nominal,1.73976,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0179_iid_support_two_foci_zb03p8_E90p2,F3NCS_0179_iid_support_two_foci_zb03.8_E90.2,iid_support|two_foci|core_shell|nominal,iid_support|two_foci|core_shell|nominal,iid_support,90.18376,3.02828,0.74327,3.77155,3.02828,two_foci,center,core_shell,0.74888,iid_support,iid_test,nominal,1.37563,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0180_iid_support_two_foci_zb02p2_E48p7,F3NCS_0180_iid_support_two_foci_zb02.2_E48.7,iid_support|two_foci|lateral_gradient|nominal,iid_support|two_foci|lateral_gradient|nominal,iid_support,48.68199,1.84882,0.37489,2.22371,1.84882,two_foci,half_pitch_x_shift,lateral_gradient,0.6031,iid_support,train,nominal,1.02819,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0181_iid_support_two_foci_zb01p3_E11p1,F3NCS_0181_iid_support_two_foci_zb01.3_E11.1,iid_support|two_foci|lateral_gradient|nominal,iid_support|two_foci|lateral_gradient|nominal,iid_support,11.11288,1.07542,0.23099,1.30641,1.07542,two_foci,near_boundary,lateral_gradient,0.31944,iid_support,train,nominal,0.91762,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0182_iid_support_cylinder_zb01p7_E47p9,F3NCS_0182_iid_support_cylinder_zb01.7_E47.9,iid_support|cylinder|lateral_gradient|nominal,iid_support|cylinder|lateral_gradient|nominal,iid_support,47.88701,0.7478,0.91722,1.66502,0.7478,cylinder,center,lateral_gradient,0.28709,iid_support,train,nominal,1.07727,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0183_iid_support_cylinder_zb06p6_E10p9,F3NCS_0183_iid_support_cylinder_zb06.6_E10.9,iid_support|cylinder|rim_soft|nominal,iid_support|cylinder|rim_soft|nominal,iid_support,10.94537,2.62787,3.97809,6.60597,2.62787,cylinder,half_pitch_x_shift,rim_soft,0.70215,iid_support,iid_test,nominal,1.21103,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0184_iid_support_cylinder_zb03p7_E17p7,F3NCS_0184_iid_support_cylinder_zb03.7_E17.7,iid_support|cylinder|homogeneous|nominal,iid_support|cylinder|homogeneous|nominal,iid_support,17.74465,1.87544,1.78429,3.65973,1.87544,cylinder,near_boundary,homogeneous,0.0,iid_support,iid_test,nominal,0.73675,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0185_iid_support_ellipse_zb06p5_E09p4,F3NCS_0185_iid_support_ellipse_zb06.5_E09.4,iid_support|ellipse|rim_soft|nominal,iid_support|ellipse|rim_soft|nominal,iid_support,9.39318,3.28471,3.2599,6.5446,3.28471,ellipse,center,rim_soft,0.29583,iid_support,train,nominal,0.86023,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0186_iid_support_cylinder_zb01p8_E10p1,F3NCS_0186_iid_support_cylinder_zb01.8_E10.1,iid_support|cylinder|homogeneous|nominal,iid_support|cylinder|homogeneous|nominal,iid_support,10.09204,1.34163,0.50661,1.84824,1.34163,cylinder,near_boundary,homogeneous,0.0,iid_support,train,nominal,1.16877,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0187_iid_support_ellipse_zb03p2_E21p5,F3NCS_0187_iid_support_ellipse_zb03.2_E21.5,iid_support|ellipse|rim_soft|nominal,iid_support|ellipse|rim_soft|nominal,iid_support,21.49279,2.89017,0.28982,3.17999,2.89017,ellipse,near_boundary,rim_soft,0.35904,iid_support,train,nominal,0.98345,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0188_iid_support_cylinder_zb02p6_E41p7,F3NCS_0188_iid_support_cylinder_zb02.6_E41.7,iid_support|cylinder|core_shell|nominal,iid_support|cylinder|core_shell|nominal,iid_support,41.66743,0.68226,1.9046,2.58686,0.68226,cylinder,center,core_shell,0.64523,iid_support,iid_test,nominal,1.22219,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0189_iid_support_two_foci_zb03p5_E06p8,F3NCS_0189_iid_support_two_foci_zb03.5_E06.8,iid_support|two_foci|homogeneous|nominal,iid_support|two_foci|homogeneous|nominal,iid_support,6.8195,1.20857,2.32521,3.53378,1.20857,two_foci,half_pitch_x_shift,homogeneous,0.0,iid_support,train,nominal,0.87834,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0190_iid_support_ellipse_zb03p5_E09p8,F3NCS_0190_iid_support_ellipse_zb03.5_E09.8,iid_support|ellipse|lateral_gradient|nominal,iid_support|ellipse|lateral_gradient|nominal,iid_support,9.81444,3.23249,0.21778,3.45027,3.23249,ellipse,near_boundary,lateral_gradient,0.59703,iid_support,train,nominal,1.21885,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0191_iid_support_two_foci_zb07p0_E29p5,F3NCS_0191_iid_support_two_foci_zb07.0_E29.5,iid_support|two_foci|checker|nominal,iid_support|two_foci|checker|nominal,iid_support,29.51123,1.19629,5.82404,7.02033,1.19629,two_foci,near_boundary,checker,0.43228,iid_support,train,nominal,0.84638,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0192_iid_support_two_foci_zb07p8_E59p3,F3NCS_0192_iid_support_two_foci_zb07.8_E59.3,iid_support|two_foci|lateral_gradient|nominal,iid_support|two_foci|lateral_gradient|nominal,iid_support,59.27787,2.33235,5.50097,7.83332,2.33235,two_foci,near_boundary,lateral_gradient,0.2061,iid_support,train,nominal,1.00036,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0193_iid_support_two_foci_zb02p1_E15p1,F3NCS_0193_iid_support_two_foci_zb02.1_E15.1,iid_support|two_foci|hotspot|nominal,iid_support|two_foci|hotspot|nominal,iid_support,15.09909,1.5391,0.51877,2.05788,1.5391,two_foci,center,hotspot,0.51563,iid_support,train,nominal,1.2636,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0194_iid_support_ellipse_zb02p0_E32p8,F3NCS_0194_iid_support_ellipse_zb02.0_E32.8,iid_support|ellipse|lateral_gradient|nominal,iid_support|ellipse|lateral_gradient|nominal,iid_support,32.81475,1.64305,0.33585,1.9789,1.64305,ellipse,half_pitch_x_shift,lateral_gradient,0.47762,iid_support,train,nominal,1.08154,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0195_iid_support_cylinder_zb04p7_E62p4,F3NCS_0195_iid_support_cylinder_zb04.7_E62.4,iid_support|cylinder|core_shell|nominal,iid_support|cylinder|core_shell|nominal,iid_support,62.39704,1.06163,3.60603,4.66766,1.06163,cylinder,near_boundary,core_shell,0.28916,iid_support,train,nominal,1.07747,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0196_iid_support_ellipse_zb05p1_E83p2,F3NCS_0196_iid_support_ellipse_zb05.1_E83.2,iid_support|ellipse|lateral_gradient|nominal,iid_support|ellipse|lateral_gradient|nominal,iid_support,83.24365,1.75909,3.35139,5.11048,1.75909,ellipse,half_pitch_x_shift,lateral_gradient,0.20531,iid_support,train,nominal,0.98749,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0197_iid_support_cylinder_zb02p2_E26p9,F3NCS_0197_iid_support_cylinder_zb02.2_E26.9,iid_support|cylinder|rim_soft|nominal,iid_support|cylinder|rim_soft|nominal,iid_support,26.89298,1.71192,0.48782,2.19974,1.71192,cylinder,near_boundary,rim_soft,0.46099,iid_support,train,nominal,1.30555,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0198_iid_support_cylinder_zb05p9_E17p9,F3NCS_0198_iid_support_cylinder_zb05.9_E17.9,iid_support|cylinder|core_shell|nominal,iid_support|cylinder|core_shell|nominal,iid_support,17.86509,2.98469,2.95879,5.94348,2.98469,cylinder,half_pitch_x_shift,core_shell,0.22731,iid_support,iid_test,nominal,0.61689,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0199_iid_support_ellipse_zb06p2_E37p7,F3NCS_0199_iid_support_ellipse_zb06.2_E37.7,iid_support|ellipse|rim_soft|nominal,iid_support|ellipse|rim_soft|nominal,iid_support,37.74006,0.63132,5.5623,6.19362,0.63132,ellipse,near_boundary,rim_soft,0.50253,iid_support,iid_test,nominal,1.21966,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0200_iid_support_cylinder_zb04p3_E71p3,F3NCS_0200_iid_support_cylinder_zb04.3_E71.3,iid_support|cylinder|hotspot|nominal,iid_support|cylinder|hotspot|nominal,iid_support,71.28682,2.54371,1.72509,4.2688,2.54371,cylinder,half_pitch_x_shift,hotspot,0.34124,iid_support,train,nominal,0.88899,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0201_iid_support_cylinder_zb07p6_E81p4,F3NCS_0201_iid_support_cylinder_zb07.6_E81.4,iid_support|cylinder|lateral_gradient|nominal,iid_support|cylinder|lateral_gradient|nominal,iid_support,81.38275,3.22618,4.36663,7.59281,3.22618,cylinder,half_pitch_x_shift,lateral_gradient,0.63748,iid_support,train,nominal,0.87043,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
